id,name,type,categ_id/id,list_price,sale_ok,purchase_ok,barcode,default_code,description_sale
product_171,PEDRAS SALGADAS AGUA CON GAS 6 UND,consu,dispensa_data.product_category_002,20523650,True,True,5601195100121,product_171,PEDRAS SALGADAS AGUA CON GAS 6 UND
product_172,FRIZE AGUA LIMON CON GAS 4 UND,consu,dispensa_data.product_category_002,13193780,True,True,5603533652002,product_172,FRIZE AGUA LIMON CON GAS 4 UND
product_173,EUPHORIA ENERGY DRINK  250 ML,consu,dispensa_data.product_category_002,4837720,True,True,5904941754006,product_173,EUPHORIA ENERGY DRINK  250 ML
product_174,ARIZONA ALL NATURAL ORANGEADE 680 ML,consu,dispensa_data.product_category_002,4397930,True,True,613008715625,product_174,ARIZONA ALL NATURAL ORANGEADE 680 ML
product_175,ARIZONA ALL NATURAL FRUIT PUNCH 680 ML,consu,dispensa_data.product_category_002,4397930,True,True,613008718763,product_175,ARIZONA ALL NATURAL FRUIT PUNCH 680 ML
product_176,ARIZONA ALL NATURAL WATERMELON 680 ML,consu,dispensa_data.product_category_002,4397930,True,True,613008720209,product_176,ARIZONA ALL NATURAL WATERMELON 680 ML
product_177,ARIZONA 24 UNDIDAS...,consu,dispensa_data.product_category_002,82094600,True,True,613008726216,product_177,ARIZONA 24 UNDIDAS...
product_178,ARIZONA ALL NATURAL MUCHO MANGO 680 ML,consu,dispensa_data.product_category_002,4397930,True,True,613008735418,product_178,ARIZONA ALL NATURAL MUCHO MANGO 680 ML
product_179,ARIZONA 24 UNIDADES.,consu,dispensa_data.product_category_002,82094600,True,True,613008735425,product_179,ARIZONA 24 UNIDADES.
product_180,ARIZONA ALL NATURAL KIWI 680 ML,consu,dispensa_data.product_category_002,4397930,True,True,613008735432,product_180,ARIZONA ALL NATURAL KIWI 680 ML
product_181,ARIZONA 24 UND,consu,dispensa_data.product_category_002,82094600,True,True,613008735463,product_181,ARIZONA 24 UND
product_182,FARAGELLO  BEBIDA PINEAPLE  200 ML,consu,dispensa_data.product_category_002,996870,True,True,6223000038529,product_182,FARAGELLO  BEBIDA PINEAPLE  200 ML
product_183,FARAGELLO  BEBIDA GUAYABA  200 ML,consu,dispensa_data.product_category_002,996870,True,True,6223000038543,product_183,FARAGELLO  BEBIDA GUAYABA  200 ML
product_184,FERSH BLENDS APPLE 330 ML,consu,dispensa_data.product_category_002,2638760,True,True,658342005858,product_184,FERSH BLENDS APPLE 330 ML
product_185,CRYSTAL BOTELLON 18 LTS,consu,dispensa_data.product_category_002,23455600,True,True,7,product_185,CRYSTAL BOTELLON 18 LTS
product_186,VILAY BEBIDA ALMENDRAS VAINILLA 1 L,consu,dispensa_data.product_category_002,9089050,True,True,700083652942,product_186,VILAY BEBIDA ALMENDRAS VAINILLA 1 L
product_187,VILAY BEBIDA ALMENDRAS ORIGINAL 1 L,consu,dispensa_data.product_category_002,9089050,True,True,700083652997,product_187,VILAY BEBIDA ALMENDRAS ORIGINAL 1 L
product_188,VILAY BEBIDA ARROZ SABOR ORIGINAL 1 L,consu,dispensa_data.product_category_002,9089050,True,True,700083653031,product_188,VILAY BEBIDA ARROZ SABOR ORIGINAL 1 L
product_189,VILAY BEBIDA ALMENDRA S/AZUCAR 1 L,consu,dispensa_data.product_category_002,7916270,True,True,700083653048,product_189,VILAY BEBIDA ALMENDRA S/AZUCAR 1 L
product_190,VILAY BEBIDA ALMENDRAS CHOCOLATE 1 L,consu,dispensa_data.product_category_002,8942450,True,True,700083653055,product_190,VILAY BEBIDA ALMENDRAS CHOCOLATE 1 L
product_191,VILAY BEBIDA ARROZ CHOCOLATE  1 L,consu,dispensa_data.product_category_002,9089050,True,True,700083653062,product_191,VILAY BEBIDA ARROZ CHOCOLATE  1 L
product_192,VILAY BEBIDA COCO S/ AZUCAR 1 L,consu,dispensa_data.product_category_002,9089050,True,True,700083653086,product_192,VILAY BEBIDA COCO S/ AZUCAR 1 L
product_193,JELLY DINO SMOOTHIE UVA 80 GR,consu,dispensa_data.product_category_002,2638760,True,True,7441163701411,product_193,JELLY DINO SMOOTHIE UVA 80 GR
product_194,JELLY DINO SMOOTHIE MANZANA 80 GR,consu,dispensa_data.product_category_002,2638760,True,True,7441163701428,product_194,JELLY DINO SMOOTHIE MANZANA 80 GR
product_195,JELLY DINO SMOOTHIE PERA 80 GR,consu,dispensa_data.product_category_002,2638760,True,True,7441163701435,product_195,JELLY DINO SMOOTHIE PERA 80 GR
product_196,JELLY DINO SMOOTHIE 12 UND,consu,dispensa_data.product_category_002,29319500,True,True,7441163701565,product_196,JELLY DINO SMOOTHIE 12 UND
product_197,PARMALAT LECHE COMPLETA 1 LITRO,consu,dispensa_data.product_category_002,4984320,True,True,7591014000290,product_197,PARMALAT LECHE COMPLETA 1 LITRO
product_198,PARMALAT  LECHE PASTEURIZADA 1.8 L,consu,dispensa_data.product_category_002,6743490,True,True,759101400298,product_198,PARMALAT  LECHE PASTEURIZADA 1.8 L
product_200,PARMALAT LECHE COMPLETA 1.8,consu,dispensa_data.product_category_002,10261830,True,True,7591014002980,product_200,PARMALAT LECHE COMPLETA 1.8
product_201,PARMALAT TE CON DURAZNO 400 ML,consu,dispensa_data.product_category_002,3078550,True,True,7591014004946,product_201,PARMALAT TE CON DURAZNO 400 ML
product_202,PARMALAT TE CON DURAZNO 1 LITRO,consu,dispensa_data.product_category_002,5951860,True,True,7591014004953,product_202,PARMALAT TE CON DURAZNO 1 LITRO
product_203,FRICA JUGO NARANJADA 1800 ML,consu,dispensa_data.product_category_002,10261830,True,True,7591014006841,product_203,FRICA JUGO NARANJADA 1800 ML
product_204,DIETALAT LECHE DESCREMADA LIGHT 1 LITRO,consu,dispensa_data.product_category_002,1876450,True,True,7591014011753,product_204,DIETALAT LECHE DESCREMADA LIGHT 1 LITRO
product_205,PARMALAT TE CON DURAZNO 400 ML.,consu,dispensa_data.product_category_002,2198970,True,True,7591014022537,product_205,PARMALAT TE CON DURAZNO 400 ML.
product_206,YOKA FRESA 150 GR,consu,dispensa_data.product_category_002,4251330,True,True,7591014030136,product_206,YOKA FRESA 150 GR
product_207,YOKA PIÐA 150G *,consu,dispensa_data.product_category_002,4251330,True,True,7591014030150,product_207,YOKA PIÐA 150G *
product_208,YOKA DURAZNO 150 GR,consu,dispensa_data.product_category_002,4251330,True,True,7591014030167,product_208,YOKA DURAZNO 150 GR
product_209,YOKA NATURAL 150G *,consu,dispensa_data.product_category_002,4251330,True,True,759101403017,product_209,YOKA NATURAL 150G *
